STATE,YEAR,MONTH_NAME,EVENT_TYPE
"OHIO",1994,"September","Hail"
"VIRGINIA",1994,"May","Hail"
"TEXAS",1994,"September","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"January","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"August","Hail"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"April","Thunderstorm Wind"
"PENNSYLVANIA",1994,"April","Tornado"
"NEW HAMPSHIRE",1994,"June","Thunderstorm Wind"
"NEW HAMPSHIRE",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Thunderstorm Wind"
"OKLAHOMA",1994,"November","Hail"
"OKLAHOMA",1994,"November","Thunderstorm Wind"
"OKLAHOMA",1994,"November","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"June","Tornado"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"WISCONSIN",1994,"April","Thunderstorm Wind"
"OKLAHOMA",1994,"November","Hail"
"OKLAHOMA",1994,"November","Hail"
"OKLAHOMA",1994,"November","Hail"
"OKLAHOMA",1994,"November","Thunderstorm Wind"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"June","Hail"
"WISCONSIN",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"June","Hail"
"WEST VIRGINIA",1994,"September","Hail"
"WISCONSIN",1994,"July","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"September","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"MISSOURI",1994,"April","Hail"
"MISSOURI",1994,"April","Tornado"
"MISSOURI",1994,"April","Hail"
"MISSOURI",1994,"April","Hail"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Hail"
"OHIO",1994,"July","Hail"
"OHIO",1994,"August","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"August","Tornado"
"SOUTH CAROLINA",1994,"August","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"August","Thunderstorm Wind"
"WISCONSIN",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"June","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"July","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"MONTANA",1994,"April","Hail"
"MONTANA",1994,"June","Hail"
"MONTANA",1994,"June","Thunderstorm Wind"
"MONTANA",1994,"June","Thunderstorm Wind"
"VIRGINIA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Thunderstorm Wind"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Hail"
"OKLAHOMA",1994,"August","Hail"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"October","Hail"
"OKLAHOMA",1994,"October","Thunderstorm Wind"
"OKLAHOMA",1994,"March","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"TEXAS",1994,"March","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"July","Thunderstorm Wind"
"VIRGINIA",1994,"September","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"November","Tornado"
"TEXAS",1994,"November","Thunderstorm Wind"
"OHIO",1994,"June","Hail"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Thunderstorm Wind"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"June","Hail"
"WISCONSIN",1994,"June","Hail"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WEST VIRGINIA",1994,"September","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"August","Thunderstorm Wind"
"MONTANA",1994,"June","Thunderstorm Wind"
"MONTANA",1994,"July","Thunderstorm Wind"
"MONTANA",1994,"August","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"October","Thunderstorm Wind"
"WISCONSIN",1994,"July","Tornado"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"July","Thunderstorm Wind"
"WISCONSIN",1994,"September","Hail"
"WISCONSIN",1994,"September","Hail"
"WISCONSIN",1994,"September","Thunderstorm Wind"
"WISCONSIN",1994,"September","Thunderstorm Wind"
"WISCONSIN",1994,"September","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"NEBRASKA",1994,"May","Hail"
"NEBRASKA",1994,"May","Hail"
"NEBRASKA",1994,"June","Hail"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"VIRGINIA",1994,"November","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Hail"
"TEXAS",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"August","Thunderstorm Wind"
"NEW YORK",1994,"April","Thunderstorm Wind"
"NEW YORK",1994,"June","Hail"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"January","Thunderstorm Wind"
"TEXAS",1994,"January","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"NEW YORK",1994,"June","Thunderstorm Wind"
"OHIO",1994,"September","Hail"
"OHIO",1994,"April","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"November","Thunderstorm Wind"
"NEW YORK",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"March","Hail"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"November","Hail"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"November","Thunderstorm Wind"
"MONTANA",1994,"May","Thunderstorm Wind"
"MONTANA",1994,"May","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"May","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Hail"
"WEST VIRGINIA",1994,"June","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"September","Hail"
"WEST VIRGINIA",1994,"April","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"July","Hail"
"WEST VIRGINIA",1994,"July","Hail"
"WEST VIRGINIA",1994,"September","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"WYOMING",1994,"June","Thunderstorm Wind"
"WYOMING",1994,"June","Hail"
"WYOMING",1994,"June","Thunderstorm Wind"
"VIRGINIA",1994,"May","Hail"
"VIRGINIA",1994,"May","Hail"
"NORTH CAROLINA",1994,"May","Hail"
"NORTH CAROLINA",1994,"July","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"June","Hail"
"TEXAS",1994,"July","Hail"
"NORTH CAROLINA",1994,"August","Hail"
"OHIO",1994,"November","Hail"
"OHIO",1994,"June","Hail"
"VIRGINIA",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"September","Thunderstorm Wind"
"MISSOURI",1994,"April","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"August","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"OHIO",1994,"March","Hail"
"OHIO",1994,"May","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Hail"
"OKLAHOMA",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"May","Hail"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Thunderstorm Wind"
"TENNESSEE",1994,"November","Hail"
"WISCONSIN",1994,"April","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"NORTH DAKOTA",1994,"July","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"August","Hail"
"NORTH DAKOTA",1994,"October","Tornado"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"January","Hail"
"TEXAS",1994,"January","Thunderstorm Wind"
"TEXAS",1994,"January","Thunderstorm Wind"
"TEXAS",1994,"January","Hail"
"TEXAS",1994,"January","Hail"
"VERMONT",1994,"April","Thunderstorm Wind"
"VERMONT",1994,"April","Thunderstorm Wind"
"VERMONT",1994,"July","Hail"
"WEST VIRGINIA",1994,"April","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"July","Thunderstorm Wind"
"WEST VIRGINIA",1994,"September","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WEST VIRGINIA",1994,"June","Hail"
"WEST VIRGINIA",1994,"June","Thunderstorm Wind"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Hail"
"TEXAS",1994,"May","Hail"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"July","Tornado"
"VIRGINIA",1994,"May","Thunderstorm Wind"
"VIRGINIA",1994,"June","Hail"
"VIRGINIA",1994,"August","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"UTAH",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"May","Hail"
"PENNSYLVANIA",1994,"July","Thunderstorm Wind"
"SOUTH DAKOTA",1994,"June","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Hail"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"MISSOURI",1994,"April","Hail"
"MISSOURI",1994,"April","Tornado"
"MISSOURI",1994,"April","Thunderstorm Wind"
"MISSOURI",1994,"April","Thunderstorm Wind"
"TEXAS",1994,"May","Tornado"
"TEXAS",1994,"April","Hail"
"WEST VIRGINIA",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"NEW YORK",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"May","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"TEXAS",1994,"July","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"TENNESSEE",1994,"June","Tornado"
"OHIO",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Hail"
"ALABAMA",1994,"April","Thunderstorm Wind"
"ALABAMA",1994,"April","Hail"
"TEXAS",1994,"October","Tornado"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"October","Hail"
"TEXAS",1994,"October","Tornado"
"TEXAS",1994,"October","Hail"
"NORTH CAROLINA",1994,"January","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Tornado"
"OKLAHOMA",1994,"July","Tornado"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Tornado"
"OKLAHOMA",1994,"July","Tornado"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"April","Hail"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"VERMONT",1994,"July","Thunderstorm Wind"
"WYOMING",1994,"July","Thunderstorm Wind"
"TEXAS",1994,"May","Thunderstorm Wind"
"OKLAHOMA",1994,"February","Hail"
"OKLAHOMA",1994,"March","Hail"
"OKLAHOMA",1994,"March","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Hail"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"OKLAHOMA",1994,"June","Thunderstorm Wind"
"TENNESSEE",1994,"May","Thunderstorm Wind"
"TENNESSEE",1994,"June","Thunderstorm Wind"
"WYOMING",1994,"May","Tornado"
"WYOMING",1994,"July","Thunderstorm Wind"
"WYOMING",1994,"July","Tornado"
"WYOMING",1994,"July","Hail"
"WYOMING",1994,"July","Hail"
"WYOMING",1994,"July","Hail"
"WISCONSIN",1994,"April","Tornado"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"April","Hail"
"WISCONSIN",1994,"May","Hail"
"OREGON",1994,"August","Thunderstorm Wind"
"OREGON",1994,"August","Hail"
"OREGON",1994,"August","Hail"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"November","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"TEXAS",1994,"October","Thunderstorm Wind"
"NEBRASKA",1994,"July","Thunderstorm Wind"
"NEBRASKA",1994,"April","Thunderstorm Wind"
"NEBRASKA",1994,"April","Thunderstorm Wind"
"NEBRASKA",1994,"June","Hail"
"NEBRASKA",1994,"June","Hail"
"NEBRASKA",1994,"June","Tornado"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Thunderstorm Wind"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"July","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"TEXAS",1994,"May","Hail"
"UTAH",1994,"May","Thunderstorm Wind"
"PENNSYLVANIA",1994,"June","Thunderstorm Wind"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"April","Tornado"
"TEXAS",1994,"April","Thunderstorm Wind"
"OKLAHOMA",1994,"August","Hail"
"PENNSYLVANIA",1994,"April","Hail"
"PENNSYLVANIA",1994,"August","Thunderstorm Wind"
"PENNSYLVANIA",1994,"September","Hail"
"PENNSYLVANIA",1994,"September","Hail"
"PENNSYLVANIA",1994,"August","Tornado"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"TEXAS",1994,"April","Hail"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Hail"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"June","Thunderstorm Wind"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"July","Hail"
"OHIO",1994,"July","Hail"
"OHIO",1994,"July","Thunderstorm Wind"
"OHIO",1994,"August","Thunderstorm Wind"
"OHIO",1994,"September","Hail"
"OHIO",1994,"April","Thunderstorm Wind"
"TENNESSEE",1994,"November","Tornado"
"TENNESSEE",1994,"June","Hail"
"TEXAS",1994,"May","Thunderstorm Wind"
"MISSOURI",1994,"April","Thunderstorm Wind"
"MISSOURI",1994,"April","Thunderstorm Wind"
"NEW MEXICO",1994,"January","Thunderstorm Wind"
"NEW MEXICO",1994,"May","Hail"
"NEW MEXICO",1994,"July","Thunderstorm Wind"
"NEW MEXICO",1994,"July","Thunderstorm Wind"
"VIRGINIA",1994,"November","Thunderstorm Wind"
"OKLAHOMA",1994,"April","Hail"
"OKLAHOMA",1994,"April","Hail"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"June","Thunderstorm Wind"
"SOUTH CAROLINA",1994,"April","Hail"
"VIRGINIA",1994,"August","Thunderstorm Wind"
"WYOMING",1994,"June","Thunderstorm Wind"
"WYOMING",1994,"June","Thunderstorm Wind"
"ALABAMA",1994,"June","Hail"
"ARKANSAS",1994,"April","Hail"
"ARKANSAS",1994,"June","Hail"
"FLORIDA",1994,"June","Thunderstorm Wind"
"FLORIDA",1994,"July","Thunderstorm Wind"
"FLORIDA",1994,"July","Thunderstorm Wind"
"FLORIDA",1994,"June","Thunderstorm Wind"
"MISSISSIPPI",1994,"April","Hail"
"MISSISSIPPI",1994,"January","Thunderstorm Wind"
"MISSISSIPPI",1994,"March","Thunderstorm Wind"
"MISSISSIPPI",1994,"April","Thunderstorm Wind"
"MISSISSIPPI",1994,"July","Thunderstorm Wind"
"FLORIDA",1994,"July","Thunderstorm Wind"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"June","Tornado"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"April","Hail"
"KANSAS",1994,"April","Hail"
"KANSAS",1994,"April","Hail"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"June","Hail"
"KANSAS",1994,"June","Hail"
"LOUISIANA",1994,"May","Thunderstorm Wind"
"LOUISIANA",1994,"July","Thunderstorm Wind"
"LOUISIANA",1994,"July","Thunderstorm Wind"
